Code,Label,Year,Persons - 0-4 years (no.),Persons - 5-9 years (no.),Persons - 10-14 years (no.),Persons - 15-19 years (no.),Persons - 20-24 years (no.),Persons - 25-29 years (no.),Persons - 30-34 years (no.),Persons - 35-39 years (no.),Persons - 40-44 years (no.),Persons - 45-49 years (no.),Persons - 50-54 years (no.),Persons - 55-59 years (no.),Persons - 60-64 years (no.),Persons - 65-69 years (no.),Persons - 70-74 years (no.),Persons - 75-79 years (no.),Persons - 80-84 years (no.),Persons - 85 and over (no.),Persons - 0-4 years (%),Persons - 5-9 years (%),Persons - 10-14 years (%),Persons - 15-19 years (%),Persons - 20-24 years (%),Persons - 25-29 years (%),Persons - 30-34 years (%),Persons - 35-39 years (%),Persons - 40-44 years (%),Persons - 45-49 years (%),Persons - 50-54 years (%),Persons - 55-59 years (%),Persons - 60-64 years (%),Persons - 65-69 years (%),Persons - 70-74 years (%),Persons - 75-79 years (%),Persons - 80-84 years (%),Persons - 85 and over (%)
312011337,Bowen,2018,592,571,554,505,496,748,642,517,459,602,521,735,607,610,486,302,181.0,159,6.4,6.1,6.0,5.4,5.3,8.1,6.9,5.6,4.9,6.5,5.6,7.9,6.5,6.6,5.2,3.3,1.9,1.7
312011338,Broadsound - Nebo,2018,625,645,495,365,381,705,828,721,625,625,551,559,430,267,182,84,40.0,15,7.7,7.9,6.1,4.5,4.7,8.7,10.2,8.9,7.7,7.7,6.8,6.9,5.3,3.3,2.2,1.0,0.5,0.2
312011339,Clermont,2018,335,318,280,174,182,326,283,230,256,234,206,217,204,168,121,82,40.0,47,9.0,8.6,7.6,4.7,4.9,8.8,7.6,6.2,6.9,6.3,5.6,5.9,5.5,4.5,3.3,2.2,1.1,1.3
312011340,Collinsville,2018,198,217,188,148,104,191,166,194,196,235,259,226,260,240,208,137,51.0,44,6.1,6.7,5.8,4.5,3.2,5.9,5.1,5.9,6.0,7.2,7.9,6.9,8.0,7.4,6.4,4.2,1.6,1.3
312011341,Moranbah,2018,"1,022",911,666,467,431,859,975,923,723,662,514,389,268,145,90,18,15.0,10,11.2,10.0,7.3,5.1,4.7,9.5,10.7,10.2,8.0,7.3,5.7,4.3,2.9,1.6,1.0,0.2,0.2,0.1
312021342,Andergrove - Beaconsfield,2018,"1,216","1,107","1,069","1,109",958,"1,100","1,164","1,060","1,004","1,026",965,941,771,634,499,335,229.0,225,7.9,7.2,6.9,7.2,6.2,7.1,7.6,6.9,6.5,6.7,6.3,6.1,5.0,4.1,3.2,2.2,1.5,1.5
312021343,East Mackay,2018,201,238,203,179,216,232,221,233,222,284,252,227,227,170,118,80,94.0,146,5.7,6.7,5.7,5.1,6.1,6.5,6.2,6.6,6.3,8.0,7.1,6.4,6.4,4.8,3.3,2.3,2.7,4.1
312021344,Eimeo - Rural View,2018,"1,178","1,144",993,848,836,"1,104","1,158",977,837,882,870,715,537,332,235,90,57.0,43,9.2,8.9,7.7,6.6,6.5,8.6,9.0,7.6,6.5,6.9,6.8,5.6,4.2,2.6,1.8,0.7,0.4,0.3
312021346,Mackay,2018,205,199,214,138,198,400,306,282,247,214,266,248,229,176,133,73,75.0,43,5.6,5.5,5.9,3.8,5.4,11.0,8.4,7.7,6.8,5.9,7.3,6.8,6.3,4.8,3.6,2.0,2.1,1.2
312021347,Mackay Harbour,2015,18,17,26,18,27,31,35,34,36,42,76,58,44,36,25,5,1.0,15,3.3,3.1,4.8,3.3,5.0,5.7,6.4,6.3,6.6,7.7,14.0,10.7,8.1,6.6,4.6,0.9,0.2,2.8
312021348,Mount Pleasant - Glenella,2018,643,801,892,771,560,585,664,678,769,833,761,737,638,488,376,352,243.0,171,5.9,7.3,8.1,7.0,5.1,5.3,6.1,6.2,7.0,7.6,6.9,6.7,5.8,4.5,3.4,3.2,2.2,1.6
312021349,North Mackay,2018,346,363,325,309,439,439,368,366,351,377,404,471,330,265,262,196,199.0,158,5.8,6.1,5.4,5.2,7.4,7.4,6.2,6.1,5.9,6.3,6.8,7.9,5.5,4.4,4.4,3.3,3.3,2.6
312021350,Ooralea - Bakers Creek,2018,426,390,291,267,401,471,434,412,288,316,313,337,273,207,154,111,83.0,56,8.1,7.5,5.6,5.1,7.7,9.0,8.3,7.9,5.5,6.0,6.0,6.4,5.2,4.0,2.9,2.1,1.6,1.1
312021351,Pioneer Valley,2018,681,726,667,595,385,511,672,558,572,627,563,506,407,357,290,145,98.0,65,8.1,8.6,7.9,7.1,4.6,6.1,8.0,6.6,6.8,7.4,6.7,6.0,4.8,4.2,3.4,1.7,1.2,0.8
312021352,Sarina,2018,713,777,816,756,557,549,686,698,726,863,832,920,847,720,485,318,180.0,154,6.1,6.7,7.0,6.5,4.8,4.7,5.9,6.0,6.3,7.4,7.2,7.9,7.3,6.2,4.2,2.7,1.6,1.3
312021353,Seaforth - Calen,2018,375,504,610,576,321,244,316,412,551,699,733,736,624,520,437,282,164.0,72,4.6,6.2,7.5,7.0,3.9,3.0,3.9,5.0,6.7,8.5,9.0,9.0,7.6,6.4,5.3,3.4,2.0,0.9
312021354,Shoal Point - Bucasia,2018,472,544,516,408,266,398,432,443,419,442,450,394,320,204,164,68,43.0,28,7.9,9.1,8.6,6.8,4.4,6.6,7.2,7.4,7.0,7.4,7.5,6.6,5.3,3.4,2.7,1.1,0.7,0.5
312021355,Slade Point,2018,219,241,213,208,167,155,174,181,190,228,265,277,227,155,155,89,48.0,42,6.8,7.5,6.6,6.4,5.2,4.8,5.4,5.6,5.9,7.1,8.2,8.6,7.0,4.8,4.8,2.8,1.5,1.3
312021356,South Mackay,2018,436,354,356,397,404,439,442,409,434,462,459,466,408,292,290,231,158.0,158,6.6,5.4,5.4,6.0,6.1,6.7,6.7,6.2,6.6,7.0,7.0,7.1,6.2,4.4,4.4,3.5,2.4,2.4
312021357,Walkerston - Eton,2018,497,575,525,558,481,482,503,478,529,623,577,677,532,416,290,195,133.0,106,6.1,7.0,6.4,6.8,5.9,5.9,6.2,5.8,6.5,7.6,7.1,8.3,6.5,5.1,3.5,2.4,1.6,1.3
312021358,West Mackay,2018,383,394,380,320,279,419,435,416,329,454,407,437,403,280,235,198,161.0,227,6.2,6.4,6.2,5.2,4.5,6.8,7.1,6.8,5.3,7.4,6.6,7.1,6.5,4.5,3.8,3.2,2.6,3.7
312031359,Airlie - Whitsundays,2018,800,848,727,556,"1,203","1,585","1,443","1,177","1,033",965,785,851,750,568,400,221,94.0,48,5.7,6.0,5.2,4.0,8.6,11.3,10.3,8.4,7.4,6.9,5.6,6.1,5.3,4.0,2.8,1.6,0.7,0.3
312031361,Proserpine,2018,468,604,623,532,311,380,421,438,547,641,569,686,647,559,422,252,196.0,151,5.5,7.2,7.4,6.3,3.7,4.5,5.0,5.2,6.5,7.6,6.7,8.1,7.7,6.6,5.0,3.0,2.3,1.8
313011362,Beachmere - Sandstone Point,2018,712,961,958,824,639,611,751,752,804,"1,058","1,048","1,145","1,159","1,475","1,367",933,520.0,357,4.4,6.0,6.0,5.1,4.0,3.8,4.7,4.7,5.0,6.6,6.5,7.1,7.2,9.2,8.5,5.8,3.2,2.2
313011363,Bribie Island,2018,485,669,907,791,622,523,544,615,800,"1,021","1,120","1,545","1,765","2,190","2,206","1,556",976.0,935,2.5,3.5,4.7,4.1,3.2,2.7,2.8,3.2,4.2,5.3,5.8,8.0,9.2,11.4,11.4,8.1,5.1,4.9
313021364,Burpengary - East,2018,278,282,313,370,307,221,230,227,291,370,367,352,203,206,186,78,50.0,25,6.4,6.5,7.2,8.5,7.0,5.1,5.3,5.2,6.7,8.5,8.4,8.1,4.7,4.7,4.3,1.8,1.1,0.6
313021365,Caboolture,2018,"2,197","2,137","2,027","1,742","2,232","2,446","2,146","1,802","1,654","1,653","1,556","1,613","1,397","1,427","1,182",826,522.0,585,7.5,7.3,7.0,6.0,7.7,8.4,7.4,6.2,5.7,5.7,5.3,5.5,4.8,4.9,4.1,2.8,1.8,2.0
313021366,Caboolture - South,2018,"1,897","2,039","1,565","1,433","1,543","2,004","1,595","1,366","1,235","1,204","1,111","1,069","1,079",897,786,496,293.0,299,8.7,9.3,7.1,6.5,7.0,9.1,7.3,6.2,5.6,5.5,5.1,4.9,4.9,4.1,3.6,2.3,1.3,1.4
313021367,Elimbah,2018,210,277,298,341,301,206,218,246,282,368,318,281,214,220,174,95,55.0,33,5.1,6.7,7.2,8.2,7.3,5.0,5.3,5.9,6.8,8.9,7.7,6.8,5.2,5.3,4.2,2.3,1.3,0.8
313021368,Morayfield - East,2018,757,710,657,600,736,887,714,570,518,530,536,492,466,337,306,157,113.0,66,8.3,7.8,7.2,6.6,8.0,9.7,7.8,6.2,5.7,5.8,5.9,5.4,5.1,3.7,3.3,1.7,1.2,0.7
313021369,Wamuran,2018,209,312,259,297,276,242,221,230,272,336,345,313,285,277,205,74,62.0,38,4.9,7.3,6.1,7.0,6.5,5.7,5.2,5.4,6.4,7.9,8.1,7.4,6.7,6.5,4.8,1.7,1.5,0.9
313031370,Kilcoy,2018,300,348,398,339,247,249,334,354,332,341,353,407,423,453,346,190,101.0,90,5.4,6.2,7.1,6.0,4.4,4.4,6.0,6.3,5.9,6.1,6.3,7.3,7.5,8.1,6.2,3.4,1.8,1.6
313031371,Woodford - D'Aguilar,2018,437,450,516,477,550,588,605,589,608,627,543,622,539,529,405,218,146.0,124,5.1,5.2,6.0,5.6,6.4,6.9,7.1,6.9,7.1,7.3,6.3,7.3,6.3,6.2,4.7,2.5,1.7,1.4
313041372,Burpengary,2018,927,"1,097","1,078","1,098","1,064",943,907,951,967,"1,010",954,970,811,773,577,338,217.0,173,6.2,7.4,7.3,7.4,7.2,6.3,6.1,6.4,6.5,6.8,6.4,6.5,5.5,5.2,3.9,2.3,1.5,1.2
313041373,Deception Bay,2018,"1,532","1,553","1,563","1,524","1,428","1,319","1,324","1,384","1,361","1,495","1,484","1,464","1,301","1,257","1,199",883,601.0,542,6.6,6.7,6.7,6.6,6.2,5.7,5.7,6.0,5.9,6.4,6.4,6.3,5.6,5.4,5.2,3.8,2.6,2.3
313041374,Morayfield,2018,236,288,342,441,359,216,241,242,267,392,481,394,380,306,223,134,47.0,32,4.7,5.7,6.8,8.8,7.1,4.3,4.8,4.8,5.3,7.8,9.6,7.8,7.6,6.1,4.4,2.7,0.9,0.6
313041375,Narangba,2018,"1,458","1,895","1,935","1,753","1,199","1,220","1,319","1,509","1,697","1,703","1,205",977,793,662,484,241,114.0,89,7.2,9.4,9.6,8.7,5.9,6.0,6.5,7.5,8.4,8.4,5.9,4.8,3.9,3.3,2.4,1.2,0.6,0.4
313041376,Upper Caboolture,2018,156,235,242,290,193,155,178,166,184,290,284,235,201,179,147,75,29.0,15,4.8,7.2,7.4,8.9,5.9,4.8,5.5,5.1,5.7,8.9,8.7,7.2,6.2,5.5,4.5,2.3,0.9,0.5
313051377,Clontarf,2018,461,541,464,493,381,433,514,500,597,635,615,605,553,477,461,306,197.0,217,5.5,6.4,5.5,5.8,4.5,5.1,6.1,5.9,7.1,7.5,7.3,7.2,6.5,5.6,5.5,3.6,2.3,2.6
313051378,Margate - Woody Point,2018,576,725,718,601,542,541,636,739,786,922,935,"1,014",902,856,737,424,294.0,312,4.7,5.9,5.9,4.9,4.4,4.4,5.2,6.0,6.4,7.5,7.6,8.3,7.4,7.0,6.0,3.5,2.4,2.5
313051379,Redcliffe,2018,425,524,545,503,514,544,533,527,614,750,758,799,833,853,710,507,419.0,405,3.9,4.9,5.1,4.7,4.8,5.1,5.0,4.9,5.7,7.0,7.0,7.4,7.7,7.9,6.6,4.7,3.9,3.8
313051380,Rothwell - Kippa-Ring,2018,"1,076","1,220","1,234","1,149","1,022","1,004",934,"1,008","1,072","1,140",987,996,913,993,966,744,543.0,682,6.1,6.9,7.0,6.5,5.8,5.7,5.3,5.7,6.1,6.4,5.6,5.6,5.2,5.6,5.5,4.2,3.1,3.9
313051542,Scarborough - Newport - Moreton Island,2018,509,641,756,781,687,531,463,665,795,993,"1,053","1,141",942,"1,035",908,575,434.0,438,3.8,4.8,5.7,5.9,5.1,4.0,3.5,5.0,6.0,7.4,7.9,8.5,7.1,7.8,6.8,4.3,3.3,3.3
314011382,Albany Creek,2018,851,"1,195","1,293","1,279","1,038",775,817,946,"1,204","1,311","1,250","1,187",921,742,666,429,282.0,313,5.2,7.2,7.8,7.8,6.3,4.7,5.0,5.7,7.3,7.9,7.6,7.2,5.6,4.5,4.0,2.6,1.7,1.9
314011383,Cashmere,2018,"1,573","1,685","1,642","1,526","1,449","1,495","1,570","1,531","1,532","1,576","1,341","1,220",894,644,483,276,126.0,87,7.6,8.2,8.0,7.4,7.0,7.2,7.6,7.4,7.4,7.6,6.5,5.9,4.3,3.1,2.3,1.3,0.6,0.4
314011384,Dayboro,2018,511,718,700,602,424,374,412,546,688,842,709,703,568,519,412,221,100.0,78,5.6,7.9,7.7,6.6,4.6,4.1,4.5,6.0,7.5,9.2,7.8,7.7,6.2,5.7,4.5,2.4,1.1,0.9
314011385,Eatons Hill,2018,490,694,777,698,579,375,395,518,678,841,653,537,375,285,224,89,47.0,39,5.9,8.4,9.4,8.4,7.0,4.5,4.8,6.2,8.2,10.1,7.9,6.5,4.5,3.4,2.7,1.1,0.6,0.5
314011386,The Hills District,2018,"1,721","1,852","1,711","1,548","1,396","1,419","1,630","1,922","1,920","1,978","1,471","1,333","1,092","1,167","1,154",615,263.0,232,7.0,7.6,7.0,6.3,5.7,5.8,6.7,7.9,7.9,8.1,6.0,5.5,4.5,4.8,4.7,2.5,1.1,0.9
314011387,Samford Valley,2018,580,956,"1,040",963,672,353,345,629,907,"1,232","1,069",977,840,680,558,326,131.0,125,4.7,7.7,8.4,7.8,5.4,2.9,2.8,5.1,7.3,9.9,8.6,7.9,6.8,5.5,4.5,2.6,1.1,1.0
314021388,Dakabin - Kallangur,2018,"2,133","2,069","1,709","1,503","2,066","2,378","2,231","1,879","1,610","1,697","1,414","1,352","1,211","1,099",841,581,270.0,331,8.1,7.8,6.5,5.7,7.8,9.0,8.5,7.1,6.1,6.4,5.4,5.1,4.6,4.2,3.2,2.2,1.0,1.3
314021389,Murrumba Downs - Griffin,2018,"1,972","1,814","1,416","1,165","1,617","2,147","1,967","1,750","1,295","1,216","1,018",931,718,683,546,350,252.0,264,9.3,8.6,6.7,5.5,7.7,10.2,9.3,8.3,6.1,5.8,4.8,4.4,3.4,3.2,2.6,1.7,1.2,1.2
314021390,North Lakes - Mango Hill,2018,"3,071","3,506","2,963","2,578","2,260","2,556","3,057","3,147","2,937","2,659","1,868","1,329","1,051",950,790,484,310.0,328,8.6,9.8,8.3,7.2,6.3,7.1,8.5,8.8,8.2,7.4,5.2,3.7,2.9,2.7,2.2,1.4,0.9,0.9
314031391,Bray Park,2018,767,783,734,701,647,829,831,830,666,704,583,587,590,521,390,204,143.0,152,7.2,7.3,6.9,6.6,6.1,7.8,7.8,7.8,6.2,6.6,5.5,5.5,5.5,4.9,3.7,1.9,1.3,1.4
314031392,Lawnton,2018,487,426,401,372,420,452,446,514,389,473,378,331,285,279,262,177,100.0,70,7.8,6.8,6.4,5.9,6.7,7.2,7.1,8.2,6.2,7.6,6.0,5.3,4.6,4.5,4.2,2.8,1.6,1.1
314031393,Petrie,2018,600,739,672,584,551,462,617,687,602,729,629,575,537,399,305,197,82.0,74,6.6,8.2,7.4,6.5,6.1,5.1,6.8,7.6,6.7,8.1,7.0,6.4,5.9,4.4,3.4,2.2,0.9,0.8
314031394,Strathpine - Brendale,2018,914,942,805,746,925,"1,002","1,059",955,921,818,758,716,703,634,640,309,179.0,159,6.9,7.1,6.1,5.7,7.0,7.6,8.0,7.2,7.0,6.2,5.7,5.4,5.3,4.8,4.9,2.3,1.4,1.2
315011396,Cape York,2018,716,605,635,467,581,708,527,479,479,494,500,535,468,430,308,131,63.0,48,8.8,7.4,7.8,5.7,7.1,8.7,6.4,5.9,5.9,6.0,6.1,6.5,5.7,5.3,3.8,1.6,0.8,0.6
315011397,Croydon - Etheridge,2018,84,87,75,9,42,50,79,69,52,80,81,88,83,73,61,50,21.0,8,7.7,8.0,6.9,0.8,3.8,4.6,7.2,6.3,4.8,7.3,7.4,8.1,7.6,6.7,5.6,4.6,1.9,0.7
315011398,Kowanyama - Pormpuraaw,2015,198,167,142,115,152,146,118,131,145,125,94,96,67,47,6,2,6.0,3,11.3,9.5,8.1,6.5,8.6,8.3,6.7,7.4,8.2,7.1,5.3,5.5,3.8,2.7,0.3,0.1,0.3,0.2
315011399,Northern Peninsula,2018,391,419,305,232,299,285,190,163,161,159,126,131,85,67,36,7,5.0,8,12.7,13.7,9.9,7.6,9.7,9.3,6.2,5.3,5.2,5.2,4.1,4.3,2.8,2.2,1.2,0.2,0.2,0.3
315011400,Tablelands,2018,249,282,361,343,355,391,364,390,400,498,471,536,485,388,311,215,103.0,73,4.0,4.5,5.8,5.5,5.7,6.3,5.9,6.3,6.4,8.0,7.6,8.6,7.8,6.2,5.0,3.5,1.7,1.2
315011401,Torres,2018,332,351,314,320,301,349,316,278,231,220,199,232,177,104,63,31,14.0,16,8.6,9.1,8.2,8.3,7.8,9.1,8.2,7.2,6.0,5.7,5.2,6.0,4.6,2.7,1.6,0.8,0.4,0.4
315011402,Torres Strait Islands,2018,552,637,490,341,440,524,326,330,249,223,218,198,192,130,70,52,14.0,8,11.1,12.8,9.8,6.8,8.8,10.5,6.5,6.6,5.0,4.5,4.4,4.0,3.8,2.6,1.4,1.0,0.3,0.2
315011403,Weipa,2018,412,365,338,234,196,331,387,375,345,340,305,222,146,97,63,9,6.0,7,9.9,8.7,8.1,5.6,4.7,7.9,9.3,9.0,8.3,8.1,7.3,5.3,3.5,2.3,1.5,0.2,0.1,0.2
315021404,Carpentaria,2018,450,494,499,346,360,385,378,362,291,294,275,324,222,155,129,58,37.0,27,8.8,9.7,9.8,6.8,7.1,7.6,7.4,7.1,5.7,5.8,5.4,6.4,4.4,3.0,2.5,1.1,0.7,0.5
315021405,Mount Isa,2018,"1,864","1,389","1,305","1,123","1,220","1,860","1,754","1,360","1,146","1,255","1,145","1,082",714,552,377,263,121.0,58,10.0,7.5,7.0,6.0,6.6,10.0,9.4,7.3,6.2,6.8,6.2,5.8,3.8,3.0,2.0,1.4,0.7,0.3
315021406,Mount Isa Region,2018,270,236,190,163,217,287,287,271,192,230,211,251,219,123,99,53,28.0,19,8.1,7.1,5.7,4.9,6.5,8.6,8.6,8.1,5.7,6.9,6.3,7.5,6.5,3.7,3.0,1.6,0.8,0.6
315021407,Northern Highlands,2018,276,219,146,84,158,267,233,184,193,196,193,239,210,187,133,103,48.0,50,8.8,7.0,4.7,2.7,5.1,8.6,7.5,5.9,6.2,6.3,6.2,7.7,6.7,6.0,4.3,3.3,1.5,1.6
315031408,Barcaldine - Blackall,2018,333,355,296,193,201,256,280,281,267,310,320,361,331,271,254,187,117.0,102,7.1,7.5,6.3,4.1,4.3,5.4,5.9,6.0,5.7,6.6,6.8,7.7,7.0,5.7,5.4,4.0,2.5,2.2
315031409,Charleville,2018,333,305,299,226,230,327,287,232,259,245,290,325,296,220,157,126,76.0,85,7.7,7.1,6.9,5.2,5.3,7.6,6.6,5.4,6.0,5.7,6.7,7.5,6.9,5.1,3.6,2.9,1.8,2.0
315031410,Far Central West,2018,122,129,119,58,163,170,172,113,124,142,171,151,163,116,100,72,30.0,31,5.7,6.0,5.5,2.7,7.6,7.9,8.0,5.3,5.8,6.6,8.0,7.0,7.6,5.4,4.7,3.4,1.4,1.4
315031411,Far South West,2018,211,195,153,90,119,192,162,158,126,163,196,253,254,145,129,78,45.0,32,7.8,7.2,5.7,3.3,4.4,7.1,6.0,5.8,4.7,6.0,7.3,9.4,9.4,5.4,4.8,2.9,1.7,1.2
315031412,Longreach,2018,216,229,204,209,252,234,224,196,175,227,282,256,233,219,144,90,77.0,63,6.1,6.5,5.8,5.9,7.1,6.6,6.3,5.6,5.0,6.4,8.0,7.3,6.6,6.2,4.1,2.5,2.2,1.8
316011413,Buderim - North,2018,812,"1,042","1,070","1,052",754,808,831,859,"1,034","1,202","1,151","1,214","1,186","1,141","1,159",789,715.0,876,4.6,5.9,6.0,5.9,4.3,4.6,4.7,4.9,5.8,6.8,6.5,6.9,6.7,6.4,6.5,4.5,4.0,5.0
316011414,Buderim - South,2018,834,"1,121","1,417","1,362","1,066",815,749,945,"1,104","1,435","1,261","1,162","1,039",936,861,575,351.0,318,4.8,6.5,8.2,7.8,6.1,4.7,4.3,5.4,6.4,8.3,7.3,6.7,6.0,5.4,5.0,3.3,2.0,1.8
316011415,Mountain Creek,2018,875,"1,133","1,038",966,"1,031",875,962,992,907,995,778,684,525,453,305,223,122.0,96,6.8,8.7,8.0,7.5,8.0,6.8,7.4,7.7,7.0,7.7,6.0,5.3,4.1,3.5,2.4,1.7,0.9,0.7
316011416,Sippy Downs,2018,631,768,815,"1,104","1,148",714,685,722,690,668,558,440,325,322,400,423,343.0,388,5.7,6.9,7.3,9.9,10.3,6.4,6.1,6.5,6.2,6.0,5.0,3.9,2.9,2.9,3.6,3.8,3.1,3.5
316021417,Aroona - Currimundi,2018,583,729,732,682,544,432,537,653,668,743,677,719,613,590,551,377,331.0,352,5.5,6.9,7.0,6.5,5.2,4.1,5.1,6.2,6.4,7.1,6.4,6.8,5.8,5.6,5.2,3.6,3.1,3.3
316021418,Buddina - Minyama,2018,306,373,397,385,348,354,402,306,427,499,464,486,465,395,438,297,207.0,221,4.5,5.5,5.9,5.7,5.1,5.2,5.9,4.5,6.3,7.4,6.9,7.2,6.9,5.8,6.5,4.4,3.1,3.3
316021419,Caloundra - Kings Beach,2018,223,237,196,301,368,350,335,321,319,407,456,608,605,603,556,424,301.0,396,3.2,3.4,2.8,4.3,5.3,5.0,4.8,4.6,4.6,5.8,6.5,8.7,8.6,8.6,7.9,6.1,4.3,5.7
316021420,Caloundra - West,2018,"1,686","1,894","1,832","1,765","1,336","1,521","1,587","1,586","1,500","1,629","1,259","1,107",977,"1,033","1,072",824,619.0,554,7.1,8.0,7.7,7.4,5.6,6.4,6.7,6.7,6.3,6.9,5.3,4.7,4.1,4.3,4.5,3.5,2.6,2.3
316021421,Golden Beach - Pelican Waters,2018,454,678,757,695,492,412,449,587,732,883,868,890,955,"1,205","1,201",801,483.0,479,3.5,5.2,5.8,5.3,3.8,3.2,3.4,4.5,5.6,6.8,6.7,6.8,7.3,9.3,9.2,6.2,3.7,3.7
316021422,Moffat Beach - Battery Hill,2018,403,468,506,536,374,344,367,481,493,570,608,566,558,522,469,341,260.0,273,5.0,5.8,6.2,6.6,4.6,4.2,4.5,5.9,6.1,7.0,7.5,7.0,6.9,6.4,5.8,4.2,3.2,3.4
316021423,Parrearra - Warana,2018,537,616,618,667,505,546,514,627,632,699,613,637,651,596,554,447,307.0,334,5.3,6.1,6.1,6.6,5.0,5.4,5.1,6.2,6.3,6.9,6.1,6.3,6.4,5.9,5.5,4.4,3.0,3.3
316021424,Wurtulla - Birtinya,2018,532,550,653,547,595,578,510,539,641,660,589,586,447,445,342,214,210.0,161,6.0,6.3,7.4,6.2,6.8,6.6,5.8,6.1,7.3,7.5,6.7,6.7,5.1,5.1,3.9,2.4,2.4,1.8
316031425,Coolum Beach,2018,962,981,"1,050",932,718,787,980,"1,092","1,158","1,337","1,050","1,073","1,038",912,659,396,361.0,310,6.1,6.2,6.6,5.9,4.5,5.0,6.2,6.9,7.3,8.5,6.6,6.8,6.6,5.8,4.2,2.5,2.3,2.0
316031426,Marcoola - Mudjimba,2018,601,645,683,678,732,639,616,650,658,922,899,960,863,842,679,423,244.0,175,5.0,5.4,5.7,5.7,6.1,5.4,5.2,5.5,5.5,7.7,7.5,8.1,7.2,7.1,5.7,3.6,2.0,1.5
316031427,Maroochydore - Kuluin,2018,953,778,801,845,"1,462","1,766","1,455","1,181","1,065","1,107","1,270","1,471","1,449","1,377","1,225",939,674.0,722,4.6,3.8,3.9,4.1,7.1,8.6,7.1,5.7,5.2,5.4,6.2,7.2,7.1,6.7,6.0,4.6,3.3,3.5
316031428,Mooloolaba - Alexandra Headland,2018,497,500,555,553,868,989,854,754,665,877,910,955,899,816,626,421,292.0,381,4.0,4.0,4.5,4.5,7.0,8.0,6.9,6.1,5.4,7.1,7.3,7.7,7.2,6.6,5.0,3.4,2.4,3.1
316051434,Noosa Heads,2018,197,238,262,215,170,232,205,272,299,334,360,372,386,460,413,238,135.0,142,4.0,4.8,5.3,4.4,3.4,4.7,4.2,5.5,6.1,6.8,7.3,7.5,7.8,9.3,8.4,4.8,2.7,2.9
316051435,Noosaville,2018,317,385,514,493,350,325,337,429,479,639,592,725,781,892,828,583,365.0,378,3.4,4.1,5.5,5.2,3.7,3.5,3.6,4.6,5.1,6.8,6.3,7.7,8.3,9.5,8.8,6.2,3.9,4.0
316051437,Sunshine Beach,2018,262,347,503,532,309,308,353,365,465,614,607,588,544,471,383,195,118.0,75,3.7,4.9,7.1,7.6,4.4,4.4,5.0,5.2,6.6,8.7,8.6,8.4,7.7,6.7,5.4,2.8,1.7,1.1
316051438,Tewantin,2018,468,608,645,588,397,366,479,529,638,718,614,732,738,791,779,601,383.0,518,4.4,5.7,6.1,5.6,3.7,3.5,4.5,5.0,6.0,6.8,5.8,6.9,7.0,7.5,7.4,5.7,3.6,4.9
316051543,Peregian Beach - Marcus Beach,2018,182,201,318,243,154,167,154,190,288,306,354,359,291,211,189,161,93.0,66,4.6,5.1,8.1,6.2,3.9,4.3,3.9,4.8,7.3,7.8,9.0,9.1,7.4,5.4,4.8,4.1,2.4,1.7
316051544,Peregian Springs,2018,653,871,957,617,355,428,500,699,836,688,444,383,365,419,405,222,162.0,155,7.1,9.5,10.4,6.7,3.9,4.7,5.5,7.6,9.1,7.5,4.8,4.2,4.0,4.6,4.4,2.4,1.8,1.7
316061439,Beerwah,2018,560,669,597,580,511,506,595,569,545,605,577,612,535,499,443,275,159.0,139,6.2,7.5,6.7,6.5,5.7,5.6,6.6,6.3,6.1,6.7,6.4,6.8,6.0,5.6,4.9,3.1,1.8,1.5
316061440,Caloundra Hinterland,2018,273,472,485,431,280,237,244,406,472,598,609,766,874,898,844,572,279.0,232,3.0,5.3,5.4,4.8,3.1,2.6,2.7,4.5,5.3,6.7,6.8,8.5,9.7,10.0,9.4,6.4,3.1,2.6
316061441,Glass House Mountains,2018,336,424,435,400,362,309,335,358,385,447,419,431,382,375,355,231,146.0,94,5.4,6.8,7.0,6.4,5.8,5.0,5.4,5.8,6.2,7.2,6.7,6.9,6.1,6.0,5.7,3.7,2.3,1.5
316061442,Landsborough,2018,658,817,794,798,584,528,602,693,748,938,779,881,691,590,463,276,166.0,123,5.9,7.3,7.1,7.2,5.2,4.7,5.4,6.2,6.7,8.4,7.0,7.9,6.2,5.3,4.2,2.5,1.5,1.1
316061443,Maroochy Hinterland,2018,268,314,338,342,277,202,253,250,336,455,541,608,622,619,503,312,164.0,130,4.1,4.8,5.2,5.2,4.2,3.1,3.9,3.8,5.1,7.0,8.3,9.3,9.5,9.5,7.7,4.8,2.5,2.0
316061444,Palmwoods,2018,529,751,834,729,476,455,502,606,743,888,802,805,800,723,572,348,223.0,236,4.8,6.8,7.6,6.6,4.3,4.1,4.6,5.5,6.7,8.1,7.3,7.3,7.3,6.6,5.2,3.2,2.0,2.1
316071545,Bli Bli,2018,731,671,596,473,476,645,765,701,573,571,583,596,519,521,449,384,198.0,158,7.6,7.0,6.2,4.9,5.0,6.7,8.0,7.3,6.0,5.9,6.1,6.2,5.4,5.4,4.7,4.0,2.1,1.6
316071546,Diddillibah - Rosemount,2018,175,279,299,252,189,143,140,196,262,360,305,312,284,293,275,155,108.0,62,4.3,6.8,7.3,6.2,4.6,3.5,3.4,4.8,6.4,8.8,7.5,7.6,6.9,7.2,6.7,3.8,2.6,1.5
